fecha,producto,categoria,cantidad,precio_unitario,total,cliente_id,region,vendedor
2024-06-27,Auriculares Bose,Periféricos,4,813.83,3255.32,CLI-92955,Lima Centro,Alba Mar Flor Rivas
2024-09-27,SSD Kingston,Almacenamiento,9,338.06,3042.54,CLI-85195,Lima Centro,Constanza del Barba
2024-06-06,Laptop HP,Laptops,3,4372.94,13118.82,CLI-38110,Lima Centro,Soraya Núñez Lamas
2025-06-16,Mouse Logitech,Periféricos,9,185.95,1673.55,CLI-12912,Piura,Rolando del Bernal
2023-12-18,SSD Samsung,Almacenamiento,6,477.59,2865.54,CLI-62285,Trujillo,Soraya Núñez Lamas
2024-03-24,Teclado Logitech,Periféricos,10,241.0,2410.0,CLI-88134,Lima Centro,Marco Donoso Hierro
2024-07-20,Monitor Samsung,Monitores,5,1520.3,7601.5,CLI-19558,LIMA CENTRO,Soraya Núñez Lamas
2025-05-13,Auriculares Sony,Periféricos,4,536.92,2147.68,CLI-44293,Lima Sur,Ileana Antón-Andrés
2025-12-07,Webcam Logitech,Periféricos,1,477.18,477.18,CLI-44781,Piura,Marco Donoso Hierro
2025-04-13,Monitor Samsung,Monitores,9,1068.83,9619.47,CLI-31411,Lima Este,Arturo Pinto Caballero
2024-12-23,Mouse Logitech,Periféricos,10,249.58,2495.8,CLI-46495,Piura,Soraya Núñez Lamas
2025-11-27,Impresora Epson,Impresoras,5,1240.41,6202.05,CLI-97143,Cusco,Constanza del Barba
2025-08-08,Mouse Razer,Periféricos,5,292.66,1463.3,CLI-20535,Arequipa,Jacobo del Agudo
2024-06-20,Monitor Samsung,Monitores,6,1587.9,9527.4,CLI-91348,Lima Sur,Arturo Pinto Caballero
2025-03-08,Monitor LG,Monitores,7,2020.43,14143.01,CLI-72868,Lima Sur,Casemiro Garrido-Navarro
2025-11-02,Teclado Logitech,Periféricos,10,134.13,1341.3,CLI-40711,Chiclayo,Alba Mar Flor Rivas
2024-04-01,SSD Kingston,Almacenamiento,7,671.46,4700.22,CLI-96917,Cusco,César Guerrero Vazquez
2024-06-16,Monitor LG,Monitores,4,2046.71,8186.84,CLI-56084,Trujillo,Arturo Pinto Caballero
2024-12-11,Auriculares Bose,Periféricos,3,1365.22,4095.66,CLI-84855,Lima Sur,Paco Rocamora Nieto
2025-01-05,SSD Kingston,Almacenamiento,3,703.32,2109.96,CLI-11375,Cusco,Toribio de Pinto
2025-02-20,SSD Kingston,Almacenamiento,4,236.16,944.64,CLI-91291,Piura,Marco Donoso Hierro
2024-07-20,Laptop HP,Laptops,4,7191.15,28764.6,CLI-90198,Lima Este,Arturo Pinto Caballero
2025-05-23,Webcam Logitech,Periféricos,9,327.81,2950.29,CLI-16667,Piura,Pánfilo Segovia Casanovas
2024-08-03,Teclado Logitech,Periféricos,10,146.3,1463.0,CLI-88561,Lima Sur,Jerónimo Pino Lerma
2025-02-03,Teclado Logitech,Periféricos,9,473.05,4257.45,CLI-77763,Lima Sur,Felicidad Gallego Lasa
2024-04-07,Teclado Logitech,Periféricos,6,105.26,631.56,CLI-40963,Chiclayo,Soraya Núñez Lamas
2024-10-30,Impresora Epson,Impresoras,6,943.56,5661.36,CLI-57611,Lima Norte,Celia Baños-Arroyo
2024-04-18,Impresora HP,Impresoras,2,953.15,1906.3,CLI-99743,Lima Sur,Arturo Pinto Caballero
2025-04-04,SSD Samsung,Almacenamiento,3,476.36,1429.08,CLI-75827,Trujillo,Celia Baños-Arroyo
2024-04-04,SSD Samsung,Almacenamiento,3,242.84,728.52,CLI-61468,Lima Centro,Toribio de Pinto
2025-05-29,Monitor ASUS,Monitores,5,1191.07,5955.35,CLI-76243,Lima Sur,Soraya Núñez Lamas
2024-05-01,Mouse Logitech,Periféricos,6,152.38,914.28,CLI-55994,Lima Sur,Arturo Pinto Caballero
2025-05-04,SSD Kingston,Almacenamiento,6,322.16,1932.96,CLI-14584,Lima Sur,Soraya Núñez Lamas
2024-12-17,Mouse Logitech,Periféricos,7,237.4,1661.8,CLI-41996,Chiclayo,Arturo Pinto Caballero
2025-12-04,Auriculares Sony,Periféricos,6,569.09,3414.54,CLI-10432,Lima Sur,Alba Mar Flor Rivas
2024-10-04,Monitor LG,Monitores,3,924.77,2774.31,CLI-90880,Chiclayo,Felicidad Gallego Lasa
2025-07-06,Mouse Razer,Periféricos,9,75.03,675.27,CLI-20341,Lima Centro,Buenaventura de Bonet
2024-01-24,Auriculares Bose,Periféricos,10,518.56,5185.6,CLI-82571,Chiclayo,Constanza del Barba
2024-03-07,Teclado Razer,Periféricos,1,498.88,498.88,CLI-29924,Lima Centro,Alba Mar Flor Rivas
2024-11-13,Laptop Dell,Laptops,3,6446.15,19338.45,CLI-50469,Lima Sur,Javi Patiño-Cánovas
2025-05-02,SSD Samsung,Almacenamiento,7,749.36,5245.52,CLI-87610,Piura,Buenaventura de Bonet
2024-04-10,Webcam Logitech,Periféricos,9,240.59,2165.31,CLI-81760,Lima Centro,Marco Donoso Hierro
2025-01-11,Monitor ASUS,Monitores,7,2002.73,14019.11,CLI-68768,Arequipa,Buenaventura de Bonet
2024-09-29,Laptop HP,Laptops,1,5790.85,5790.85,CLI-96929,Piura,Javi Patiño-Cánovas
2025-03-25,Teclado Razer,Periféricos,6,376.32,2257.92,CLI-48487,Cusco,Jacobo del Agudo
2025-08-19,Auriculares Bose,Periféricos,10,655.05,6550.5,CLI-12388,Lima Sur,Alba Mar Flor Rivas
2024-10-28,Laptop Lenovo,Laptops,4,4503.34,18013.36,CLI-34759,Lima Norte,César Guerrero Vazquez
2025-11-16,Monitor ASUS,Monitores,6,1176.97,7061.82,CLI-99728,Lima Este,Rolando del Bernal
2025-03-12,Mouse Logitech,Periféricos,7,157.38,1101.66,CLI-39183,Piura,Buenaventura de Bonet
2024-08-01,SSD Samsung,Almacenamiento,8,580.81,4646.48,CLI-66974,Arequipa,Soraya Núñez Lamas
2025-07-03,Laptop HP,Laptops,4,5964.09,23856.36,CLI-45110,Chiclayo,Jacobo del Agudo
2025-02-03,Monitor ASUS,Monitores,2,925.87,1851.74,CLI-44126,TRUJILLO,Javi Patiño-Cánovas
2024-10-06,Monitor ASUS,Monitores,1,2312.56,2312.56,CLI-55482,Trujillo,Pánfilo Segovia Casanovas
2025-02-24,Teclado Razer,Periféricos,3,140.33,420.99,CLI-95044,Chiclayo,Pánfilo Segovia Casanovas
2024-06-24,Auriculares Bose,Periféricos,-6,201.04,1206.24,CLI-60791,Arequipa,Ani Marcos Pardo
2024-02-23,Laptop HP,Laptops,6,7818.49,46910.94,CLI-37335,Cusco,Buenaventura de Bonet
2025-04-14,SSD Kingston,Almacenamiento,3,289.28,867.84,CLI-83471,Chiclayo,Soraya Núñez Lamas
2025-11-08,Teclado Logitech,Periféricos,10,159.91,1599.1,CLI-79740,Chiclayo,Rolando del Bernal
2024-12-24,Webcam Logitech,Periféricos,9,410.32,3692.88,CLI-11905,Lima Sur,Albano Llopis Hierro
2024-06-14,Webcam Logitech,Periféricos,6,573.27,3439.62,CLI-33596,Chiclayo,Ani Marcos Pardo
2023-12-27,Mouse Razer,Periféricos,5,233.56,1167.8,CLI-14192,Trujillo,Jacobo del Agudo
2025-11-03,Teclado Logitech,Periféricos,7,141.29,989.03,CLI-43369,Lima Sur,Rolando del Bernal
2025-04-30,Teclado Razer,Periféricos,8,107.14,857.12,CLI-93621,Lima Centro,Javi Patiño-Cánovas
2025-11-01,Mouse Logitech,Periféricos,3,274.02,822.06,CLI-15908,Trujillo,Buenaventura de Bonet
2024-03-30,Monitor ASUS,Monitores,10,1299.46,12994.6,CLI-10610,Piura,Jerónimo Pino Lerma
2025-01-22,  Teclado Razer  ,Periféricos,10,463.89,4638.9,CLI-72086,Chiclayo,Felicidad Gallego Lasa
2025-03-06,Laptop Lenovo,Laptops,1,7620.75,7620.75,CLI-76560,Trujillo,Jerónimo Pino Lerma
2025-06-01,Monitor Samsung,Monitores,6,2112.9,12677.4,CLI-13241,Trujillo,Arturo Pinto Caballero
2025-10-18,Monitor ASUS,Monitores,5,1745.42,8727.1,CLI-68604,Chiclayo,Soraya Núñez Lamas
2025-11-05,Laptop Dell,Laptops,5,3076.12,15380.6,CLI-50278,Piura,César Guerrero Vazquez
2024-03-10,Mouse Logitech,Periféricos,1,219.97,219.97,CLI-77920,Piura,Javi Patiño-Cánovas
2024-04-14,Auriculares Bose,Periféricos,2,620.25,1240.5,CLI-62505,Lima Centro,Alba Mar Flor Rivas
2024-05-08,Monitor Samsung,Monitores,4,1575.38,6301.52,CLI-86325,Lima Norte,Ileana Antón-Andrés
2025-01-21,Webcam Logitech,Periféricos,9,385.57,3470.13,CLI-98381,Lima Norte,Soraya Núñez Lamas
2025-01-27,RAM Corsair,Componentes,7,460.33,3222.31,CLI-40114,Lima Norte,Constanza del Barba
2025-11-24,Mouse Razer,Periféricos,8,243.62,1948.96,CLI-88167,Lima Sur,Soraya Núñez Lamas
2025-08-09,Monitor Samsung,Monitores,6,1912.6,11475.6,CLI-85555,Lima Centro,Felicidad Gallego Lasa
2024-03-27,Mouse Razer,Periféricos,3,166.82,500.46,CLI-59814,Piura,Toribio de Pinto
2024-06-03,Mouse Logitech,Periféricos,2,158.36,316.72,CLI-41720,Piura,Arturo Pinto Caballero
2024-02-18,SSD Samsung,Almacenamiento,7,657.99,4605.93,CLI-67771,Chiclayo,Pánfilo Segovia Casanovas
2024-12-20,SSD Samsung,Almacenamiento,4,610.32,2441.28,CLI-23281,Cusco,Soraya Núñez Lamas
2024-07-04,Teclado Razer,Periféricos,7,127.23,890.61,CLI-24880,Lima Sur,Celia Baños-Arroyo
2024-11-24,Impresora HP,Impresoras,6,1340.25,8041.5,CLI-58696,Lima Centro,Soraya Núñez Lamas
2024-07-06,Laptop Lenovo,Laptops,8,3147.18,25177.44,CLI-78439,Piura,Soraya Núñez Lamas
2025-08-14,RAM Corsair,Componentes,9,223.77,2013.93,CLI-63316,Lima Este,Arturo Pinto Caballero
2025-01-30,Teclado Logitech,Periféricos,3,229.86,689.58,CLI-11319,Lima Sur,Ileana Antón-Andrés
2024-04-17,Laptop HP,Laptops,3,6119.13,18357.39,CLI-82964,Chiclayo,Paco Rocamora Nieto
2024-08-08,Monitor Samsung,Monitores,5,1771.74,8858.7,CLI-18863,Arequipa,Ileana Antón-Andrés
2025-02-20,Laptop Dell,Laptops,2,2993.6,5987.2,CLI-26939,Lima Norte,Ileana Antón-Andrés
2025-05-08,SSD Kingston,Almacenamiento,5,480.45,2402.25,CLI-83413,Lima Sur,Pánfilo Segovia Casanovas
2024-09-24,RAM Corsair,Componentes,10,346.29,3462.9,CLI-87075,Arequipa,Alba Mar Flor Rivas
2025-12-13,Teclado Logitech,Periféricos,9,122.6,1103.4,CLI-18878,Lima Centro,Arturo Pinto Caballero
2025-07-31,Auriculares Sony,Periféricos,9,400.35,3603.15,CLI-72631,Lima Norte,Felicidad Gallego Lasa
2025-08-12,Laptop HP,Laptops,8,2737.6,21900.8,CLI-33650,Piura,Felicidad Gallego Lasa
2024-09-18,Auriculares Bose,Periféricos,8,549.99,4399.92,CLI-35306,Cusco,Soraya Núñez Lamas
2025-10-03,Monitor ASUS,Monitores,6,1266.67,7600.02,CLI-98716,Arequipa,Toribio de Pinto
2025-01-26,Laptop Dell,Laptops,3,4623.94,13871.82,CLI-24165,Trujillo,Soraya Núñez Lamas
2024-12-12,Webcam Logitech,Periféricos,7,346.37,2424.59,CLI-92031,Lima Centro,Albano Llopis Hierro
2025-04-14,RAM Corsair,Componentes,3,407.27,1221.81,CLI-29546,Lima Centro,Casemiro Garrido-Navarro
2025-10-26,Monitor Samsung,Monitores,9,1901.52,17113.68,CLI-13337,Chiclayo,Rolando del Bernal
2025-08-22,Teclado Razer,Periféricos,4,431.11,1724.44,,Arequipa,Ani Marcos Pardo
2025-01-31,Teclado Razer,Periféricos,10,275.79,2757.9,CLI-57172,Lima Norte,Marco Donoso Hierro
2025-04-23,Monitor ASUS,Monitores,10,2319.07,23190.7,CLI-12668,Lima Este,Felicidad Gallego Lasa
2025-05-20,Auriculares Sony,Periféricos,7,1110.59,7774.13,CLI-88011,Chiclayo,Buenaventura de Bonet
2024-09-24,Monitor LG,Monitores,9,1315.37,11838.33,CLI-10252,Lima Centro,Toribio de Pinto
2024-05-12,Impresora HP,Impresoras,4,1071.84,4287.36,CLI-27285,Cusco,
2025-03-23,Mouse Logitech,Periféricos,10,274.2,2742.0,CLI-24259,Arequipa,Toribio de Pinto
2024-04-02,Laptop Dell,Laptops,5,4074.9,20374.5,CLI-52764,Lima Sur,
2024-04-17,Teclado Razer,Periféricos,8,353.19,2825.52,CLI-31854,Cusco,Albano Llopis Hierro
2024-08-26,SSD Samsung,Almacenamiento,1,737.54,737.54,CLI-26930,Lima Este,Felicidad Gallego Lasa
2025-04-28,Monitor LG,Monitores,1,2428.61,2428.61,CLI-12133,Lima Norte,Jacobo del Agudo
2025-05-06,RAM Corsair,Componentes,9,153.85,1384.65,CLI-93606,Piura,Marco Donoso Hierro
2024-08-06,Monitor LG,Monitores,5,1517.29,7586.45,CLI-92775,Trujillo,Paco Rocamora Nieto
2025-09-17,Laptop HP,Laptops,10,3310.94,33109.4,CLI-33721,Lima Centro,César Guerrero Vazquez
2024-04-29,Monitor LG,Monitores,9,1730.92,15578.28,CLI-62261,Lima Norte,Paco Rocamora Nieto
2024-01-13,Auriculares Sony,Periféricos,9,1265.06,11385.54,CLI-32875,Lima Centro,Casemiro Garrido-Navarro
2024-03-24,Monitor ASUS,Monitores,8,1044.18,8353.44,CLI-49973,Arequipa,Alba Mar Flor Rivas
2024-02-06,Mouse Logitech,Periféricos,2,274.65,549.3,CLI-61372,Lima Norte,Felicidad Gallego Lasa
2024-02-21,Teclado Logitech,Periféricos,9,310.02,2790.18,CLI-94446,Lima Sur,Arturo Pinto Caballero
2025-05-07,Impresora Epson,Impresoras,10,1437.11,14371.1,CLI-45523,Chiclayo,Jacobo del Agudo
2025-11-07,Monitor ASUS,Monitores,4,1965.8,7863.2,CLI-35107,Lima Centro,Jacobo del Agudo
2024-10-01,Impresora HP,Impresoras,5,1079.96,5399.8,CLI-61798,Lima Sur,Constanza del Barba
2024-06-14,SSD Kingston,Almacenamiento,2,227.24,454.48,CLI-22295,Chiclayo,Celia Baños-Arroyo
2025-01-08,Teclado Logitech,Periféricos,3,474.67,1424.01,CLI-24539,Lima Este,Casemiro Garrido-Navarro
2025-08-24,SSD Kingston,Almacenamiento,6,629.41,3776.46,CLI-99250,Lima Centro,Ileana Antón-Andrés
2025-11-08,Mouse Logitech,Periféricos,6,215.5,1293.0,CLI-49573,Arequipa,Toribio de Pinto
2024-11-12,Monitor LG,Monitores,3,1612.73,4838.19,CLI-16720,Arequipa,Felicidad Gallego Lasa
2024-05-18,RAM Corsair,Componentes,5,497.52,2487.6,CLI-31666,Lima Centro,Pánfilo Segovia Casanovas
2024-10-19,SSD Kingston,Almacenamiento,4,219.11,876.44,CLI-74437,Arequipa,Felicidad Gallego Lasa
2025-09-10,Auriculares Bose,Periféricos,1,882.06,882.06,CLI-67402,Arequipa,Casemiro Garrido-Navarro
2025-09-12,Monitor LG,Monitores,1,2077.99,2077.99,CLI-16843,Cusco,Albano Llopis Hierro
2024-03-21,Impresora Epson,Impresoras,4,403.15,1612.6,CLI-69588,Piura,Casemiro Garrido-Navarro
2024-03-01,SSD Samsung,Almacenamiento,7,489.79,3428.53,CLI-57635,Chiclayo,Ani Marcos Pardo
2025-10-20,Impresora HP,Impresoras,8,1847.7,14781.6,CLI-22271,Trujillo,Toribio de Pinto
2025-05-29,Teclado Razer,Periféricos,4,193.04,772.16,CLI-39148,Chiclayo,Paco Rocamora Nieto
2025-05-01,RAM Corsair,Componentes,10,584.92,5849.2,CLI-34162,Lima Este,Marco Donoso Hierro
2025-04-04,Mouse Razer,Periféricos,1,131.63,131.63,CLI-87875,Arequipa,Toribio de Pinto
2024-07-07,Webcam Logitech,Periféricos,2,578.38,1156.76,CLI-32120,Piura,Felicidad Gallego Lasa
2024-10-09,Monitor Samsung,Monitores,3,2063.33,6189.99,,Piura,Constanza del Barba
2025-10-21,Webcam Logitech,Periféricos,3,275.94,827.82,CLI-14715,Trujillo,Jacobo del Agudo
2025-05-06,Monitor ASUS,Monitores,5,1916.94,9584.7,CLI-69578,Trujillo,Rolando del Bernal
2025-04-29,Monitor Samsung,Monitores,8,2018.27,16146.16,CLI-68538,Lima Centro,Buenaventura de Bonet
2025-05-13,Laptop Lenovo,Laptops,8,7180.98,57447.84,CLI-12981,Lima Sur,César Guerrero Vazquez
2024-09-06,SSD Kingston,Almacenamiento,6,582.84,3497.04,CLI-53639,Cusco,Toribio de Pinto
2025-06-21,SSD Kingston,Almacenamiento,5,487.95,2439.75,CLI-58283,Lima Sur,Buenaventura de Bonet
2024-11-29,SSD Samsung,Almacenamiento,8,629.28,5034.24,CLI-48940,Arequipa,Constanza del Barba
2025-06-19,Impresora HP,Impresoras,10,1980.41,19804.1,CLI-74350,Lima Sur,Celia Baños-Arroyo
2025-06-25,RAM Corsair,Componentes,8,383.71,3069.68,CLI-77534,Lima Norte,Casemiro Garrido-Navarro
2024-01-01,Laptop HP,Laptops,3,7873.92,23621.76,CLI-85445,Lima Centro,Casemiro Garrido-Navarro
2024-01-15,Laptop HP,Laptops,1,5580.33,5580.33,CLI-39406,Arequipa,César Guerrero Vazquez
2025-02-26,Impresora Epson,Impresoras,8,1688.6,13508.8,CLI-25782,Trujillo,Pánfilo Segovia Casanovas
2024-04-13,Laptop HP,Laptops,4,5893.65,23574.6,CLI-35443,Lima Norte,Casemiro Garrido-Navarro
2025-01-09,Impresora HP,Impresoras,1,704.6,704.6,CLI-58388,Arequipa,Paco Rocamora Nieto
2025-03-18,Monitor Samsung,Monitores,4,1549.74,6198.96,CLI-38841,Lima Sur,Alba Mar Flor Rivas
2024-10-31,Auriculares Bose,Periféricos,1,1233.17,1233.17,CLI-45463,Chiclayo,Felicidad Gallego Lasa
2025-01-02,Impresora Epson,Impresoras,2,1633.85,3267.7,CLI-80925,Piura,Ani Marcos Pardo
2025-03-11,SSD Kingston,Almacenamiento,4,282.88,1131.52,CLI-33254,Lima Centro,Javi Patiño-Cánovas
2025-03-28,Impresora HP,Impresoras,1,1395.1,1395.1,CLI-28776,Chiclayo,Casemiro Garrido-Navarro
2024-01-19,Impresora Epson,Impresoras,7,737.06,5159.42,CLI-85753,Lima Sur,Buenaventura de Bonet
2024-01-16,SSD Samsung,Almacenamiento,3,218.74,656.22,CLI-66212,Piura,Marco Donoso Hierro
2024-06-12,SSD Samsung,Almacenamiento,4,744.68,2978.72,CLI-39173,CHICLAYO,Ileana Antón-Andrés
2025-07-06,Webcam Logitech,Periféricos,10,180.33,1803.3,CLI-84898,Arequipa,Marco Donoso Hierro
2025-10-19,Webcam Logitech,Periféricos,8,167.58,1340.64,,Cusco,Constanza del Barba
2024-10-19,Impresora Epson,Impresoras,7,1754.78,12283.46,CLI-43606,Arequipa,Arturo Pinto Caballero
2025-12-06,Laptop Lenovo,Laptops,2,5501.39,11002.78,CLI-20729,Lima Norte,César Guerrero Vazquez
2024-05-30,Auriculares Sony,Periféricos,5,1069.57,5347.85,CLI-67717,Lima Centro,Pánfilo Segovia Casanovas
2025-04-30,Auriculares Sony,Periféricos,8,497.12,3976.96,CLI-23431,Chiclayo,Buenaventura de Bonet
2025-02-27,Impresora HP,Impresoras,8,616.91,4935.28,CLI-75950,Arequipa,Jacobo del Agudo
2024-04-29,Teclado Razer,Periféricos,1,152.49,152.49,CLI-93971,Piura,Jacobo del Agudo
2024-10-28,RAM Corsair,Componentes,6,221.2,1327.2,CLI-55068,Lima Centro,Javi Patiño-Cánovas
2025-01-15,Monitor LG,Monitores,4,917.37,3669.48,CLI-25802,Arequipa,Casemiro Garrido-Navarro
2025-04-26,Mouse Razer,Periféricos,-2,232.06,464.12,CLI-60293,Lima Este,Marco Donoso Hierro
2024-04-04,Monitor ASUS,Monitores,7,1585.42,11097.94,CLI-57892,Piura,Alba Mar Flor Rivas
2025-07-18,SSD Kingston,Almacenamiento,8,479.7,3837.6,CLI-95654,Chiclayo,Arturo Pinto Caballero
2025-11-04,SSD Samsung,Almacenamiento,1,411.52,411.52,CLI-49479,Cusco,Pánfilo Segovia Casanovas
2025-04-29,SSD Kingston,Almacenamiento,5,737.96,3689.8,CLI-17985,Cusco,Marco Donoso Hierro
2025-10-19,Teclado Razer,Periféricos,5,376.27,1881.35,CLI-79988,Cusco,Constanza del Barba
2025-07-03,Impresora HP,Impresoras,8,550.16,4401.28,CLI-48048,Cusco,Jacobo del Agudo
2025-11-14,Monitor LG,Monitores,10,958.71,9587.1,CLI-75208,Piura,Paco Rocamora Nieto
2025-06-18,Webcam Logitech,Periféricos,1,296.54,296.54,CLI-88254,Lima Norte,Marco Donoso Hierro
2025-07-21,Laptop Lenovo,Laptops,2,6801.53,13603.06,CLI-13058,Lima Norte,Javi Patiño-Cánovas
2025-04-08,RAM Corsair,Componentes,9,256.41,2307.69,CLI-25324,Chiclayo,Jacobo del Agudo
2025-04-14,SSD Samsung,Almacenamiento,4,485.96,1943.84,CLI-42786,Lima Sur,Jerónimo Pino Lerma
2025-07-11,Impresora Epson,Impresoras,8,1486.18,11889.44,CLI-16247,Lima Este,Jacobo del Agudo
2024-05-22,Monitor ASUS,Monitores,6,896.14,5376.84,CLI-77529,Lima Sur,Constanza del Barba
2025-05-15,Teclado Logitech,Periféricos,4,349.99,1399.96,CLI-29672,Lima Centro,Javi Patiño-Cánovas
2024-02-09,Mouse Logitech,Periféricos,5,268.41,1342.05,CLI-44745,Trujillo,Soraya Núñez Lamas
2025-01-17,Mouse Razer,Periféricos,8,286.8,2294.4,CLI-68155,Chiclayo,Javi Patiño-Cánovas
2024-09-08,Monitor ASUS,Monitores,5,1280.57,6402.85,CLI-67406,Piura,Ileana Antón-Andrés
2025-05-03,SSD Kingston,Almacenamiento,5,214.24,1071.2,CLI-61371,Chiclayo,Celia Baños-Arroyo
2025-08-10,SSD Kingston,Almacenamiento,10,662.43,6624.3,CLI-44190,Lima Centro,Albano Llopis Hierro
2025-01-03,Webcam Logitech,Periféricos,2,248.41,496.82,CLI-66239,Chiclayo,Jacobo del Agudo
2025-09-05,Teclado Logitech,Periféricos,8,250.33,2002.64,CLI-83505,Lima Centro,Pánfilo Segovia Casanovas
2025-11-05,Teclado Logitech,Periféricos,1,317.84,317.84,CLI-77867,Piura,Jerónimo Pino Lerma
2024-12-09,Laptop HP,Laptops,10,2884.93,28849.3,CLI-75575,Lima Sur,Jacobo del Agudo
2024-09-30,Laptop Lenovo,Laptops,3,7440.55,22321.65,CLI-38476,Trujillo,Marco Donoso Hierro
2024-11-06,Monitor Samsung,Monitores,6,1538.36,9230.16,CLI-19825,Lima Norte,Jacobo del Agudo
2024-02-14,Webcam Logitech,Periféricos,3,226.71,680.13,CLI-52550,Lima Sur,Constanza del Barba
2024-01-11,Teclado Logitech,Periféricos,4,226.77,907.08,CLI-27109,Chiclayo,Soraya Núñez Lamas
2025-08-09,Mouse Razer,Periféricos,4,171.82,687.28,CLI-34023,Chiclayo,Jacobo del Agudo
2024-01-29,Impresora HP,Impresoras,5,444.9,2224.5,CLI-23016,Lima Centro,Ani Marcos Pardo
2024-04-23,Monitor LG,Monitores,1,873.32,873.32,CLI-42187,Lima Centro,Buenaventura de Bonet
2024-12-23,Laptop Lenovo,Laptops,9,3361.55,30253.95,CLI-95161,Lima Sur,Alba Mar Flor Rivas
2024-12-05,Mouse Razer,Periféricos,8,278.57,2228.56,CLI-62079,Cusco,Rolando del Bernal
2025-08-02,SSD Kingston,Almacenamiento,9,323.74,2913.66,CLI-35263,Lima Sur,Javi Patiño-Cánovas
2024-01-10,Monitor ASUS,Monitores,10,2067.76,20677.6,CLI-16580,Lima Este,Javi Patiño-Cánovas
2025-09-14,Auriculares Bose,Periféricos,2,477.05,954.1,CLI-64508,Chiclayo,Arturo Pinto Caballero
2024-11-27,Impresora HP,Impresoras,2,884.92,1769.84,CLI-95590,Lima Sur,Constanza del Barba
2025-01-06,Webcam Logitech,Periféricos,8,403.51,3228.08,CLI-23063,Chiclayo,Soraya Núñez Lamas
2024-03-22,Auriculares Sony,Periféricos,2,1010.74,2021.48,CLI-10375,CHICLAYO,Arturo Pinto Caballero
2025-02-24,SSD Samsung,Almacenamiento,6,349.84,2099.04,CLI-77218,Trujillo,Ileana Antón-Andrés
2024-12-01,Mouse Logitech,Periféricos,1,143.3,143.3,CLI-62840,Chiclayo,Soraya Núñez Lamas
2024-12-13,Auriculares Bose,Periféricos,10,1301.72,13017.2,CLI-43053,Lima Norte,César Guerrero Vazquez
2025-02-07,Laptop Dell,Laptops,8,4499.68,35997.44,CLI-32884,Chiclayo,Toribio de Pinto
2024-12-07,RAM Corsair,Componentes,3,212.64,637.92,CLI-54522,Piura,Pánfilo Segovia Casanovas
2024-02-09,Laptop Dell,Laptops,3,7500.78,22502.34,CLI-54082,Lima Este,César Guerrero Vazquez
2025-10-21,Monitor ASUS,Monitores,3,2429.91,7289.73,CLI-32117,Trujillo,Arturo Pinto Caballero
2024-08-20,Mouse Razer,Periféricos,10,252.29,2522.9,CLI-51267,Lima Norte,Casemiro Garrido-Navarro
2024-08-23,Laptop HP,Laptops,8,5671.14,45369.12,CLI-81547,Lima Centro,Pánfilo Segovia Casanovas
2024-08-10,Mouse Logitech,Periféricos,7,167.35,1171.45,CLI-67712,Lima Centro,Casemiro Garrido-Navarro
2025-10-07,Webcam Logitech,Periféricos,8,450.14,3601.12,CLI-78178,Lima Este,Jerónimo Pino Lerma
2024-10-28,Laptop HP,Laptops,8,4256.38,34051.04,CLI-20550,Cusco,Paco Rocamora Nieto
2025-08-11,Impresora Epson,Impresoras,1,1041.06,1041.06,CLI-33726,Cusco,Javi Patiño-Cánovas
2024-03-09,Mouse Razer,Periféricos,1,202.22,202.22,CLI-85805,Lima Norte,Toribio de Pinto
2025-11-17,Teclado Logitech,Periféricos,8,388.1,3104.8,CLI-32259,Lima Sur,Javi Patiño-Cánovas
2024-02-19,Webcam Logitech,Periféricos,5,389.76,1948.8,CLI-38508,Cusco,Ileana Antón-Andrés
2024-10-21,Mouse Razer,Periféricos,6,125.93,755.58,CLI-13326,Lima Centro,Constanza del Barba
2024-04-09,Laptop Lenovo,Laptops,10,4491.37,44913.7,CLI-53630,Lima Norte,Pánfilo Segovia Casanovas
2024-11-23,Impresora HP,Impresoras,5,1296.65,6483.25,CLI-19298,Arequipa,Jerónimo Pino Lerma
2024-06-04,Monitor ASUS,Monitores,3,1714.16,5142.48,CLI-52993,Cusco,Buenaventura de Bonet
2024-01-03,Monitor LG,Monitores,3,2223.59,6670.77,CLI-40684,Trujillo,Ileana Antón-Andrés
2025-06-17,  Laptop Lenovo  ,Laptops,8,6753.0,54024.0,CLI-76985,Cusco,Paco Rocamora Nieto
2024-11-11,SSD Samsung,Almacenamiento,10,345.59,3455.9,CLI-80821,Lima Norte,Ani Marcos Pardo
2024-01-21,Impresora Epson,Impresoras,5,1026.66,5133.3,CLI-14360,Piura,Albano Llopis Hierro
2025-03-29,Mouse Logitech,Periféricos,4,134.32,537.28,CLI-23750,Piura,Ani Marcos Pardo
2025-10-17,Teclado Logitech,Periféricos,2,275.01,550.02,CLI-65324,Lima Sur,Buenaventura de Bonet
2025-02-18,Impresora Epson,Impresoras,5,922.57,4612.85,CLI-36343,Lima Sur,Arturo Pinto Caballero
2025-07-17,SSD Kingston,Almacenamiento,10,784.08,7840.8,CLI-23629,Lima Centro,Rolando del Bernal
2025-05-24,Auriculares Sony,Periféricos,1,885.84,885.84,CLI-89781,Piura,Ani Marcos Pardo
